brand,Marque,Year,model,modèle,terrain,terrain_fr,cushioning,cushioning_fr,Category,Catégorie,Foot strike,type de foulée,drop_mm,drop_mm,stack_mm,stack_mm_fr,Stack forefoot_mm,Stack avant-pied -mm,weight,poids,Heel rigidity (1–5),Rigidité talon (1–5),Torsional rigidity (1–5),Rigidité torsionnelle (1–5),Wide forefoot_mm,Largeur avant-pied_mm,Midfoot width_mm,Largeur médio-pied_mm,Heel width_mm,Largeur talon_mm,Internal heel high_mm,Hauteur talon interne_mm,Foam type,Type de mousse,Energy return (1–5),Retour d’énergie (1–5),Rocker type,Type de rocker,Longitudinal flexibility (N),Flexibilité longitudinale (N),Torsional flexibility (N),Flexibilité torsionnelle (N),Fit width (subjective),Largeur chaussant (subjectif),stability,stabilité,notes,notes_fr,Price,prix,link 1,link 2,link 3,image_url
HOKA,HOKA,2025,Arahi 8,Arahi 8,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Heel,Talon,"11,3",8,"39,4",39,"28,1",31,259,256,3,3,5,5,"73,6","73,6","95,3","95,3",,,"39,4",39,EVA foam,EVA foam,3,3,"Yes, early-stage Meta-Rocker","Oui, Meta-Rocker phase précoce","18,3","18,3",,,Medium,Moyen,Stability with J-Frame technology,Stabilité avec technologie J-Frame,"The Arahi 8 feels modern with softer foam, strong shock absorption, and great durability, but breathability is poor in hot weather","L’Arahi 8 offre une mousse plus souple, une bonne absorption des chocs, et une durabilité impressionnante, mais sa respirabilité est limitée par temps chaud",,,https://amzn.to/4oW2m23,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3088830-chaussures_running_hoka_arahi_8_noir_homme?suggestion=1&search_term=Arahi%208,https://m.media-amazon.com/images/I/61CZhnkskUL._AC_SX575_.jpg
HOKA,HOKA,2025,Mach X 3,Mach X 3,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,5",5,"42,9",44,"33,4",39,264,252,2,2,5,5,"70,8","70,8","91,6","91,6",,,"42,9",44,EVA + a Pebax,EVA + a Pebax,3,3,"Yes, strong rocker","Oui, rocker prononce","17,8","17,8",,,Narrow,Étroit,Neutral,Neutre,"Excellent shock absorption (151 SA heel / 125 SA forefoot), improved upper with better heel lockdown, but energy return in the heel is modest and the shoe gained weight.","Amorti exceptionnel, nouveau tissu supérieur plus confortable avec un talon mieux maintenu, mais retour d’énergie au talon limité et poids en hausse",,,https://www.hoka.com/fr/fr/route-hommes/mach%C2%A0x%C2%A03/198605195730.html?gad_campaignid=18961259758&gad_source=1&gbraid=0AAAAACVqlskALsecCyy3Zk_3hDhfdvzkP&gclid=CjwKCAiA_orJBhBNEiwABkdmjOIbX6jrTSbpRwzclcLGvxtp0f88Kn7OUsQJ3OZs79m85s7hs5vXSxoCgsEQAvD_BwE&gclsrc=aw.ds&utm_campaign=HOKA%2BBD%2BALL%20PRODUCTS%2BALL%2BSMART%2BCH%2BENG%2BPMAX&utm_medium=cpc&utm_source=google,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3088718-chaussures_running_hoka_mach_x_3_blanc_orange_homme?suggestion=1&search_term=Mach%20X%203,https://www.bfgcdn.com/600_600_90/023-2455-0111/hoka-mach-x-3-chaussures-de-running.jpg
Brooks,Brooks,nov.-25,Hyperion Elite 5,Hyperion Elite 5,"Road,Competition","Route,Compétition",Soft,Souple,Neutral,Neutre,Heel,Talon,"11,2",8,"37,6",40,"26,4",32,204,201,2,2,5,5,"71,5","71,5","92,7","92,7",,,"37,6",40,DNA Gold foam (PEBA-based) with full-length Arris carbon plate.,DNA Gold foam (PEBA-based) with full-length Arris carbon plate.,5,5,"Yes, pronounced rocker effect","Oui, effet rocker prononcé","20,1","20,1",,,Narrow,Étroit,Moderate stability,Stabilité modérée,"A well-designed carbon-racer from Brooks with excellent bounce and breathable upper, but narrow fit and less stability for heel strikers/wide-foot runners.","Une vraie chaussure de course carbone de Brooks avec un excellent rebond et une tige très respirante, mais chaussant étroit et stabilité moindre pour les coureurs talon/avec pieds larges.",,,https://amzn.to/4pvftY1,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3117145-chaussures_running_brooks_hyperion_elite_5_rose_bleu_unisexe?suggestion=1&search_term=Hyperion%20Elite%205,https://m.media-amazon.com/images/I/71kW81dsvQL._AC_SY575_.jpg
Brooks,Brooks,nov.-25,Ghost Max 3,Ghost Max 3,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,3",6,"38,5",39,"31,2",33,303,306,4,4,4,4,"73,4","73,4","95,3","95,3",,,"38,5",39,DNA Loft v3 foam (nitrogen-infused),DNA Loft v3 foam (nitrogen-infused),"2,6","2,6",No rocker,Pas de rocker,18.7,18.7,,,Medium,Moyen,Stability,Stabilité,"Plush ride, very comfortable for easy/recovery runs; less responsive/bouncy than many competitors.","Amorti généreux, très confortable pour les sorties faciles/récupération ; sensation moins dynamique que certains concurrents.",,,https://amzn.to/4prr2iQ,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3134534-chaussures_running_brooks_ghost_max_3_noir_homme?suggestion=1&search_term=Ghost%20Max%203,https://cdn.shopify.com/s/files/1/0129/6942/files/Brooks-Mens-Ghost-Max-3-Primer_Grey-Ebony3_720x540.jpg
Brooks,Brooks,nov.-25,Ghost 17,Ghost 17,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Heel,Talon,"10,4",10,"36,2","36,5","25,8","26,5",289,286,5,5,3,3,"69,6","69,6","95,2","95,2",,,"36,2","36,5",DNA Loft v3 foam (nitrogen-infused),DNA Loft v3 foam (nitrogen-infused),3,3,No rocker,Pas de rocker,"10,9","10,9",,,Medium,Moyen,Neutral,Neutre,"Updated reliable daily trainer with improved DNA LOFT v3, smooth ride for everyday running.","Chaussure quotidienne fiable mise à jour avec DNA LOFT v3 amélioré, ride fluide pour running quotidien.",,,https://amzn.to/4obTAMc,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3090317-chaussures_running_brooks_ghost_17_bleu_homme?suggestion=1&search_term=Ghost%2017,https://m.media-amazon.com/images/I/71SJ3WgY8BL._AC_SY575_.jpg
New Balance,New Balance,janv. 2025,Fresh Foam X 1080 v14,Fresh Foam X 1080 v14,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","4,2",6,37,38,"32,8",32,285,298,4,4,4,4,"69,8","69,8","95,4","95,4",,,37,38,Fresh Foam X,Fresh Foam X,4,4,"Yes, enhanced rocker","Oui, rocker amélioré","15,8","15,8",,,Medium to Wide,Moyen à Large,Neutral with wide base,Neutre avec base large,"Updated max cushion trainer with improved Fresh Foam X, lighter and smoother than v13","Chaussure à amorti max mise à jour avec Fresh Foam X amélioré, plus légère et fluide que v13",,,https://fr.zalando.ch/new-balance-fresh-foam-x-1080-v14-chaussures-de-running-sur-route-white-ne241a0h7-a11.html,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3075301-chaussures_running_new_balance_fresh_foam_x_1080_v14_blanc_marron_homme?suggestion=1&search_term=Fresh%20Foam%20X%201080%20v14,https://newbalance.ch/cdn/shop/files/e9b85780-7931-49cd-a2a7-aaa6835eff3f.png?v=1739244075&width=600
New Balance,New Balance,2025,FuelCell SuperComp Elite v5,FuelCell SuperComp Elite v5,"Road,Competition","Route,Compétition","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Heel,Talon,"10,7",8,"39,3",40,"28,6",32,198,213,2,2,4,4,"74,5","74,5","93,8","93,8",,,"39,3",40,PEBA-based FuelCell foam,PEBA-based FuelCell foam,4,4,"Yes, mild rocker","Oui, rocker léger","16,2","16,2",,,Narrow,Étroit,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"The Elite v5 feels more responsive and lighter than its predecessor, with better grip, a maxed-out heel stack, and roomier toebox for racing","La Elite v5 est plus rapide et légère que la version précédente, avec une excellente adhérence, un talon très haut et une boîte à orteils plus spacieuse pour la compétition",,,https://amzn.to/4odwbtY,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3075324-chaussures_running_new_balance_fuelcell_supercomp_elite_v5_rouge_blanc_homme?suggestion=1&search_term=FuelCell%20SuperComp%20Elite%20v5,https://m.media-amazon.com/images/I/713X28-0OwL._AC_SY575_.jpg
Nike,Nike,sept.-25,Vomero Plus,Vomero Plus,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,6",10,"42,3",45,"32,7",35,289,285,3,3,4,4,"71,1","71,1","94,6","94,6",,,"42,3",45,ZoomX (TPE-based) foam,ZoomX (TPE-based) foam,"3,5","3,5",No rocker,Pas de rocker,"19,8","19,8",,,Medium,Moyen,Neutral trainer but more stable than many max-cushion shoes,Chaussure neutre mais plus stable que de nombreuses chaussures à amorti maximal,Excellent shock absorption and bounce heavy and narrow toebox may be drawbacks,Excellente absorption des chocs et rebond ; la boîte à orteils étroite et le poids peuvent être des inconvénients,,,https://www.nike.com/ch/fr/t/chaussure-de-running-sur-route-vomero-plus-pour-XCvVrK,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3146119-chaussures_running_nike_vomero_plus_kaki_homme?suggestion=1&search_term=Vomero%20Plus,https://www.paceathletic.com/cdn/shop/files/Mens-Nike-Vomero-Plus-OrangePulse_HotLava_TotalOrange_Black-HV8150-801.jpg?v=1756273494&width=800
Nike,Nike,oct.-25,Vomero Premium,Vomero Premium,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,8",10,"50,1",55,"41,3",45,326,351,4,4,5,5,"68,6","68,6",94.6,94.6,,,"50,1",55,ZoomX foam,ZoomX foam,3,3,"Yes, Smooth rocker","Oui, Rocker fluide","21,5","21,5",,,Narrow,Étroit,"Neutral trainer ,Moderate lateral stability","Chaussure neutre, stabilité latérale modérée","Plush and protective ride, ideal for recovery/easy runs • Heavy and less agile; narrow toebox may bother wide-footed runners.","Amorti très généreux et protecteur, parfait pour sorties faciles/récupération • Lourde et moins maniable ; chaussant étroit peut gêner les pieds larges.",,,https://www.nike.com/ch/fr/t/chaussure-de-running-sur-route-vomero-scxUk2kP/IQ4035-100?cp=55956415932_search_--g-10583388911-107293723369--c-FR-cssproducts-453267811396-pla-335606535749-1002992-00198727224295&dplnk=member&gclsrc=aw.ds&gad_source=1&gad_campaignid=10583388911&gbraid=0AAAAADq9vlP37kzECvntmZe5Q7fjbXjY5&gclid=CjwKCAiA_orJBhBNEiwABkdmjKYlbSX-2Xk21swOBBN2ZQgC-v50jZkbx9JSg5G5MyLq2GpeT5HuoBoCk5UQAvD_BwE,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3146085-chaussures_running_nike_vomero_premium_vert_homme?suggestion=1&search_term=Vomero%20Premium,https://product-cdn-frz.alltricks.com/large/861/965861/2965861/6539558
Nike,Nike,mai-25,Pegasus Premium,Pegasus Premium,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Soft,Souple,Neutral,Neutre,Heel,Talon,"11,8",10,"42,8",45,31,35,308,309,5,5,4,4,"70,3","70,3","91,3","91,3",,,"42,8",45,"ZoomX, ReactX,","ZoomX, ReactX,",3,3,"Yes, mild rocker","Oui, rocker léger","21,2","21,2",,,Narrow,Étroit,Neutral,Neutre,"Fun, highly responsive ride with trampoline-like bounce. Great for long or tempo runs, but feels bottom-heavy and has a narrow, tapered toebox","Sensation très rebondissante, confort « trampoline ». Idéale pour longues sorties ou tempo, mais un peu lourde et l’avant-pied est étroit.",,,https://www.i-run.fr/chaussures_homme/Running_c23/Nike_m6/Nike-Pegasus-Premium_Nike_fiche_143173.html?v=14,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3115518-chaussures_running_nike_pegasus_premium_vert_homme?suggestion=1&search_term=Pegasus%20Premium,https://photo.i-run.com/nike-pegasus-premium-chaussures-homme-820717-1-sz.jpg?twic=v1/resize=467
Nike,Nike,2025,Zegama 2,Zegama 2,"Trail,Moderate","Sentier,Modéré","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,4,4,"30,3",36,"26,3",32,302,303,2,2,4,4,"76,4","76,4","97,5","97,5",,,"30,3",36,ZoomX (Pebax-based) + SR-02 EVA carrier foam,ZoomX (à base de Pebax) + mousse porteuse SR-02 EVA,"3,5","3,5",More dynamic rocker,"Oui, Rocker plus dynamique","11,3","11,3",,,Medium,Moyen,boost stability.,boost stability.,Maximum cushion trail shoe with React foam and Zoom Air unit for comfort on long runs. Aggressive outsole with multi-directional lugs for technical terrain.,Chaussure de trail à amorti max avec mousse React et unité Zoom Air pour le confort sur longues distances. Semelle agressive avec crampons multi-directionnels pour terrain technique.,,,https://www.nike.com/fr/t/chaussures-de-trail-zegama-2-pour-rMxka0cH/FD5190-303?nikemt=true&cp=50457404279_search_--g-10690195811-108495195554--c-FR-cssgeneric-453050558127-pla-335606535789-1006094-00198486935227&dplnk=member&gclsrc=aw.ds&gad_source=4&gad_campaignid=10690195811&gbraid=0AAAAADq9vlMeHUuJ8us4_wGEEnt4Sv_rt&gclid=CjwKCAiA_orJBhBNEiwABkdmjPgoQ8GAs0Xk9UiWGgwxCDVKBBw5kbv9zCApnhYz2kZNIM_GqDGK3BoCaR4QAvD_BwE,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3146049-chaussures_trail_nike_zegama_2_vert_homme?suggestion=1&search_term=Zegama%202,https://product-cdn-frz.alltricks.com/large/239/789239/2789239/5809644
Nike,Nike,2025,Juniper Trail 2 GTX,Juniper Trail 2 GTX,"Trail,Light","Sentier,Léger",warm,Chaud,Neutral,Neutre,Heel,Talon,"10,2",9,"34,5",35,"24,3",26,293,323,3,3,4,4,"76,7","76,7",99.4,99.4,,,"34,5",35,EVA-based foam,EVA-based foam,3,3,No rocker,Pas de rocker,"21,7","21,7",,,Wide,Large,Stability,Stabilité,"Versatile waterproof trail shoe; very stable and durable, but firm and with average grip","Chaussure trail imperméable très polyvalente ; très stable et durable, mais ferme et avec un grip moyen.",,,https://amzn.to/49wW3xj,,,https://m.media-amazon.com/images/I/71SEsiiGnaL._AC_SX575_.jpg
Nike,Nike,2025,Pegasus Trail 5 GTX,Pegasus Trail 5 GTX,"Trail,Light","Sentier,Léger",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,3","9,5","32,1",37,"23,8","27,5",281,300,2,2,4,4,"76,5","76,5","96,7","96,7",,,"32,1",37,React X foam,Mousse React X,3,3,"Yes, mild rocker","Oui, rocker léger","14,7","14,7",,,Medium,Moyen,Neutral,Neutre,"Versatile waterproof trail shoe; light for a GTX, good for winter walking/hiking; limited breathability and less grip on technical terrain.","Chaussure de trail imperméable polyvalente ; légère pour une version GTX, idéale pour randonnées/trail l’hiver ; respirabilité faible et accroche limitée sur terrain technique",,,https://www.nike.com/fr/t/chaussure-de-trail-impermeable-pegasus-trail-5-gore-tex-pour-LPtVP4/FQ0908-013?nikemt=true&cp=96589367883_search_--g-10690195814-108495201514--c-FR-cssproducts-453050557650-pla-335606535749-1006094-00198486928533&dplnk=member&gclsrc=aw.ds&gad_source=4&gad_campaignid=10690195814&gbraid=0AAAAADq9vlOQgQjFziF639gWW37kJWHdz&gclid=CjwKCAiA_orJBhBNEiwABkdmjHftcIKn3ngJ2mOQnJtXH0P2YjEqbbrXm1-uAZppqhud980D3orjLRoCYuwQAvD_BwE,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3133481-chaussures_trail_nike_pegasus_trail_5_gtx_gris_kaki_homme?suggestion=1&search_term=Pegasus%20Trail%205%20GTX,https://product-cdn-frz.alltricks.com/large/754/965754/2965754/6535953
Nike,Nike,2025,Vaporfly 4,Vaporfly 4,"Road,Competition","Route,Compétition",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,6",6,"34,1",35,"25,5",29,166,184,2,2,4,4,"73,2","73,2","91,7","91,7",,,"34,1",35,ZoomX (Pebax),ZoomX (Pebax),5,5,No rocker,Pas de rocker,18,18,,,Narrow to Medium,Étroit à Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Extremely lightweight (166 g), refined upper, high bounce, improved lockdown over v3, but not a “game-changer” for speed over previous versions","Très légère (166 g), empeigne améliorée, bon rebond, meilleur maintien que la v3, mais pas une révolution en performance",,,https://amzn.to/4a7DtMi,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2979634-chaussures_running_nike_vaporfly_4_rouge_vert_homme?suggestion=1&search_term=Vaporfly%204,https://m.media-amazon.com/images/I/7150kGlYwpL._AC_SY575_.jpg
Nike,Nike,2025,Structure 26,Structure 26,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Heel,Talon,"10,1",10,"36,1",38,26,28,296,298,3,3,4,4,"71,9","71,9","93,7","93,7",,,"36,1",38,ReactX foam,ReactX foam,3,3,"Yes, flat-style rocke","Oui,Rocker de style plat","13,8","13,8",,,Narrow to Medium,Étroit à Moyen,Stability with Dynamic Support system,Stabilité avec système Dynamic Support,"Reliable stability trainer with Dynamic Support system, comfortable for overpronators and daily runs","Chaussure de stabilité fiable avec système Dynamic Support, confortable pour surpronateurs et sorties quotidiennes",,,https://amzn.to/49Tz0gr,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3146012-chaussures_running_nike_structure_26_vert_jaune_homme?suggestion=1&search_term=Structure%2026,https://m.media-amazon.com/images/I/61JUXblY0tL._AC_SY575_.jpg
Inov8,Inov8,nov.-25,Trailfly Max,Trailfly Max,"Trail,Light,Moderate","Sentier,Léger,Modéré","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,6",6,"37,1","37,1","29,5","29,5",289,289,2,2,3,3,79.0,79.0,97.9,97.9,,,"37,1","37,1",Fly­speed™ Pro (nitrogen-infused EVA),Flyspeed™ Pro (EVA infusée à l’azote),3,3,Very moderate rocker,"Oui, Rocker très modéré","12,2","12,2",,,Medium,Moyen,"Medium-low: lacks strong lateral stability, very flexible torsionally","Stabilité latérale faible, très flexible en torsion","Very good long-distance cushioning; great grip via Graphene outsole, but weak lateral stability + sloppy heel hold.","Excellente absorption d’impact pour longues distances ; bon grip grâce à la semelle en Graphène, mais stabilité latérale faible et maintien du talon perfectible",,,https://www.i-run.fr/chaussures_homme/Trail_c15/Inov-8_m126/Inov-8-Trailfly-Max_Inov-8_fiche_144034.html?v=02&utm_source=google&utm_medium=cpc&utm_content=seashopping&utm_campaign=Pmax-Promos-Flux-BAU&utm_id=21155356748&gad_source=4&gad_campaignid=21158858776&gbraid=0AAAAADiM9hf5i0a-1zQ4ICBwcoZRzlPIj&gclid=CjwKCAiA_orJBhBNEiwABkdmjNxvh6bfKFgjwgPAIkptCb95sz3nlcelj3JhkGt0LSLskTuhZQw7EBoC5XkQAvD_BwE,,,https://photo.i-run.com/inov-8-trailfly-max-chaussures-homme-771657-1-sz.jpg?twic=v1/resize=467
Saucony,Saucony,oct.-25,Hurricane 25,Hurricane 25,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Mid/forefoot,Médio/avant-pied,"7,1",6,"40,2",38,"33,1",32,286,283,4,4,4,4,"72,9","72,9","95,1","95,1",,,"40,2",38,PWRRUN,PWRRUN,3,3,"Yes, Speedroll technology","Oui, technologie Speedroll","15,5","15,5",,,Medium,Moyen,Stability with medial support,Stabilité avec support médial,"Reliable stability trainer with PWRRUN foam and medial support, comfortable for daily runs.","Chaussure de stabilité fiable avec mousse PWRRUN et support médial, confortable pour sorties quotidiennes.",,,https://www.i-run.fr/chaussures_homme/Running_c23/Saucony_m95/Saucony-Hurricane-25_Saucony_fiche_145062.html?v=01,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3084638-chaussures_running_saucony_hurricane_25_noir_homme?suggestion=1&search_term=Hurricane%2025,https://m.media-amazon.com/images/I/51vKsUM-OiL._AC_SY575_.jpg
Saucony,Saucony,2024,Hurricane 24,Hurricane 25,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Mid/forefoot,Médio/avant-pied,"7,1",6,"40,2",38,"33,1",32,286,283,4,4,4,4,"72,9","72,9","95,1","95,1",,,"40,2",38,PWRRUN,PWRRUN,3,3,"Yes, Speedroll technology","Oui, technologie Speedroll","15,5","15,5",,,Medium,Moyen,Stability with medial support,Stabilité avec support médial,"Reliable stability trainer with PWRRUN foam and medial support, comfortable for daily runs.","Chaussure de stabilité fiable avec mousse PWRRUN et support médial, confortable pour sorties quotidiennes.",,,https://amzn.to/48f05rG,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2835830-chaussures_running_saucony_hurricane_24_noir_homme?suggestion=1&search_term=Hurricane%2024,https://m.media-amazon.com/images/I/71WRU+-NgfL._AC_SX575_.jpg
Saucony,Saucony,2025,Triumph 23,Triumph 23,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",10,10,"42,3",37,"32,3",27,272,263,5,5,3,3,"71,4","71,4","93,8","93,8",,,"42,3",37,PWRRUN PB (PEBA-based,PWRRUN PB (PEBA-based,4,4,"Yes, mild rocker","Oui, rocker léger","17,4","17,4",,,Narrow to Medium,Étroit à Moyen,stability,Stabilité,"The shoe is lighter than v22, offers huge cushioning and excellent grip, and feels very stable underfoot though the firm PWRRUN PB may feel stiff to some","Le modèle est plus léger que la v22, très bien amorti avec une excellente adhérence, et très stable. Cependant, la mousse PWRRUN PB peut sembler ferme pour certains",,,https://www.i-run.fr/chaussures_homme/Running_c23/Saucony_m95/Saucony-Triumph-23_Saucony_fiche_144765.html,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3084633-chaussures_running_saucony_triumph_23_bleu_orange_jaune_homme?suggestion=1&search_term=Triumph%2023,https://m.media-amazon.com/images/I/81jh9HkSkaL._AC_SY575_.jpg
Altra,Altra,nov.-25,Experience Flow 2,Experience Flow 2,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"4,4",4,"30,3",32,"25,9",28,235,231,3,3,3,3,"82,6","82,6","99,1","99,1",,,"30,3",32,EGO P35 (polyolefin elastomer),EGO P35 (polyolefin elastomer),4,4,No rocker,Pas de rocker,10,10,,,Wide,Large,"Neutral, moderately stable","Neutre, stabilité modérée","Lightweight (235 g), very flexible, natural ride; weak outsole durability, limited breathability","Très léger, très flexible, sensation naturelle ; durabilité de la semelle limitée, respirabilité moyenne.",,,https://amzn.to/48ikEDH,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3084760-chaussures_running_altra_experience_flow_2_bleu_jaune_homme?suggestion=1&search_term=Experience%20Flow%202,https://m.media-amazon.com/images/I/41xXzK45vGL._AC_SY575_.jpg
PUMA,PUMA,2025,Deviate Nitro 3,Deviate Nitro 3,"Road, Tempo","Route, Tempo",Soft,Souple,Neutral,Neutre,Heel,Talon,"10,1",10,"37,4",39,"27,3",29,268,269,2,2,4,4,"69,7","69,7","91,5","91,5",,,"37,4",39,"NITRO FOAM, Carbon Plate","NITRO FOAM, Carbon Plate",4,4,No rocker,Pas de rocker,"20,6","20,6",,,Narrow,Étroit,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Versatile carbon plated trainer with NITRO FOAM, suitable for daily runs and tempo workouts","Chaussure polyvalente avec plaque carbone et mousse NITRO, adaptée pour sorties quotidiennes et séances de tempo",,,https://amzn.to/448pmCX,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3134545-chaussures_running_puma_deviate_nitro_3_vert_bleu_homme?suggestion=1&search_term=Deviate%20Nitro%203,https://m.media-amazon.com/images/I/51HYb6ZNayL._AC_SY675_.jpg
PUMA,PUMA,2025,Velocity Nitro 4,Velocity Nitro 4,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,7",10,"33,7",36,24,26,224,245,3,3,2,2,"71,6","71,6",93,93,,,"33,7",36,NITRO FOAM,NITRO FOAM,3,3,No rocker,Pas de rocker,"8,9","8,9",,,Medium,Moyen,Neutral,Neutre,"Comfortable daily trainer with NITRO FOAM cushioning, reliable for everyday running","Chaussure quotidienne confortable avec amorti NITRO FOAM, fiable pour running quotidien",,,https://amzn.to/3MhWTEk,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3163678-chaussures_running_puma_velocity_nitro_4_bleu_vert_homme?suggestion=1&search_term=Velocity%20Nitro%204,https://m.media-amazon.com/images/I/51bFAuQahsL._AC_SY675_.jpg
Salomon,Salomon,2025,Aero Glide 3,Aero Glide 3,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Heel,Talon,"10,3",8,"42,2",40,"31,9",32,248,245,2,2,4,4,"70,8","70,8","92,8","92,8",,,"42,2",40,ENERGY FOAM,ENERGY FOAM,4,4,No rocker,Pas de rocker,16,16,,,Narrow,Étroit,Neutral with stable platform,Neutre avec plateforme stable,"lightweight, well-cushioned, and versatile daily trainer. It features a smooth, energy-returning ride with a comfortable, wide fit and a rocker geometry that promotes forward motion. The outsole provides reliable grip","modèle quotidien léger, bien amorti et polyvalent. Il offre une foulée douce et dynamique avec un chaussant large et confortable et une géométrie rocker qui favorise la propulsion. La semelle extérieure offre une",,,https://amzn.to/48iz32J,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3118000-chaussures_running_salomon_aero_glide_3_grvl_kaki_beige_homme?suggestion=1&search_term=Aero%20Glide%203,https://m.media-amazon.com/images/I/71BZW12g-9L._AC_SX575_.jpg
